matchId;date;tournamentId;tournamentName;tournamentCategory;surface;tournamentCountry;roundId;result;resultStatusDesc;winnerId;winnerEntry;winnerSeed;winnerName;winnerCountry;loserId;loserEntry;loserSeed;loserName;loserCountry
1102317102;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-4 6-4;;800205963;DA;;Roberta Vinci;ITA;800249096;DA;23;Urszula Radwanska;POL
1102317103;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-4 6-1;;800182010;DA;10;Rosana de Los Rios;PAR;800195684;DA;;Zuzana Ondraskova;CZE
1102317104;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;4-6 6-2 6-0;;800215674;DA;;Ekaterina Dzehalevich;BLR;800215895;DA;;Tomoko Yonemura;JPN
1102317105;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-2 6-2;;800225033;DA;11;Yaroslava Shvedova;KAZ;800216063;DA;;Chin-Wei Chan;TPE
1102317106;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-4 6-4;;800249346;DA;;Johanna Larsson;SWE;800212728;DA;;Chanelle Scheepers;RSA
1102317107;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-4 6-4;;800208589;WC;;Shenay Perry;USA;800188284;DA;12;Tzipi Obziler;ISR
1102317108;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-3 6-2;;800228714;DA;17;Olga Savchuk;UKR;800215835;DA;;Varvara Lepchenko;USA
1102317109;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-3 6-7(4) 6-3;;800215896;DA;;Julie Coin;FRA;800239503;DA;;Sessil Karatantcheva;BUL
1102317110;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-1 6-7(2) 6-2;;800207570;DA;25;Elena Baltacha;GBR;800218578;DA;;Carly Gullickson;USA
1102317111;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;1-6 7-6(3) 6-2;;800216699;DA;;Nina Bratchikova;RUS;800189235;DA;;Tatiana Poutchek;BLR
1102317112;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-3 6-4;;800243314;DA;;Alexa Glatch;USA;800220252;DA;29;Katie O'Brien;GBR
1102317113;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;5-7 7-5 6-3;;800252548;DA;15;Raluca Olaru;ROU;800196910;DA;;Marie-Eve Pelletier;CAN
1102317114;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-2 7-5;;800277802;DA;22;Michelle Larcher De Brito;POR;800208128;DA;;Abigail Spears;USA
1102317115;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;3-6 6-2 6-2;;800261640;DA;16;Mariana Duque-Marino;COL;800215616;DA;;Sanda Mamic;CRO
1102317116;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-2 6-4;;800205706;DA;24;Maria-Elena Camerin;ITA;800189234;DA;;Lilia Osterloh;USA
1102319648;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-3 7-5;;800189259;DA;;Hana Sromova;CZE;800205302;DA;18;Julia Schruff;GER
1102319649;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;7-5 6-1;;800257672;DA;;Anastasia Pivovarova;RUS;800215297;DA;2;Mathilde Johansson;FRA
1102319650;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;2-6 6-3 6-4;;800212513;DA;;Sandra Zahlavova;CZE;800199082;DA;;Rika Fujiwara;JPN
1102319651;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-4 6-4;;800280512;WC;;Kristie Ahn;USA;800238657;DA;4;Anna Lapushchenkova;RUS
1102319652;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;7-6(2) 6-2;;800242696;DA;;Shuai Zhang;CHN;800216801;DA;27;Melanie South;GBR
1102319653;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-4 6-1;;800216062;DA;6;Su-Wei Hsieh;TPE;800262475;DA;26;Kristina Barrois;GER
1102319654;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;7-6(4) 6-2;;800258077;DA;;Stefanie Voegele;SUI;800220320;DA;21;Lucie Hradecka;CZE
1102319655;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-2 6-4;;800216668;DA;30;Anna-Lena Groenefeld;GER;800674646;DA;8;Stephanie Foretz;FRA
1102319656;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-4 6-0;;800205963;DA;;Roberta Vinci;ITA;800713743;DA;;Neuza Silva;POR
1102319657;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;3-6 7-5 6-4;;800182010;DA;10;Rosana de Los Rios;PAR;800215674;DA;;Ekaterina Dzehalevich;BLR
1102319658;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-1 6-2;;800225033;DA;11;Yaroslava Shvedova;KAZ;800249346;DA;;Johanna Larsson;SWE
1102319659;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-4 7-6(4);;800208589;WC;;Shenay Perry;USA;800228714;DA;17;Olga Savchuk;UKR
1102319660;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;7-5 2-6 7-6(4);;800215896;DA;;Julie Coin;FRA;800207570;DA;25;Elena Baltacha;GBR
1102319661;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-3 3-6 6-2;;800243314;DA;;Alexa Glatch;USA;800216699;DA;;Nina Bratchikova;RUS
1102319662;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-2 6-3;;800252548;DA;15;Raluca Olaru;ROU;800277802;DA;22;Michelle Larcher De Brito;POR
1102319663;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;4-6 6-4 6-2;;800205706;DA;24;Maria-Elena Camerin;ITA;800261640;DA;16;Mariana Duque-Marino;COL
1102319443;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-1 4-6 6-4;;800233480;DA;1;Ana Ivanovic;SRB;800222263;DA;;Vera Dushevina;RUS
1102319444;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;7-6(6) 7-6(4);;800215896;Q;;Julie Coin;FRA;800227031;DA;;Casey Dellacqua;AUS
1102319445;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-0 6-3;;800210255;DA;;Kaia Kanepi;EST;800236524;DA;;Monica Niculescu;ROU
1102319446;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;4-6 6-3 6-2;;800187089;DA;32;Amelie Mauresmo;FRA;800191222;DA;;Nathalie Dechy;FRA
1102319447;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-4;;800191868;DA;19;Nadia Petrova;RUS;800206351;DA;;Olivia Sanchez;FRA
1102319448;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-4;;800216062;Q;;Su-Wei Hsieh;TPE;800247695;DA;;Evgeniya Rodina;RUS
1102319449;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-1 6-0;;800219055;DA;;Shuai Peng;CHN;800198586;DA;;Eleni Daniilidou;GRE
1102319450;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;2-6 6-2 6-2;;800205647;DA;16;Flavia Pennetta;ITA;800258077;Q;;Stefanie Voegele;SUI
1102319451;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 6-2;;800216668;Q;;Anna-Lena Groenefeld;GER;800206451;DA;11;Daniela Hantuchova;SVK
1102319452;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;7-6(5) 7-6(5);;800255657;WC;;Jessica Moore;AUS;800268122;WC;;Melanie Oudin;USA
1102319453;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-7(7) 7-5 6-4;;800214796;DA;;Bethanie Mattek-Sands;USA;800222811;DA;;Marta Domachowska;POL
1102319454;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;7-5 6-0;;800246767;DA;17;Alize Cornet;FRA;800200627;DA;;Camille Pin;FRA
1102319455;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 6-1;;800237401;DA;;Timea Bacsinszky;SUI;800206851;DA;31;Virginie Razzano;FRA
1102319456;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;4-6 7-5 6-3;;800235515;DA;;Yung-Jan Chan;TPE;800228025;DA;;Alla Kudryavtseva;RUS
1102319457;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-1 6-4;;800205963;Q;;Roberta Vinci;ITA;800210256;DA;;Stephanie Cohen-Aloro;FRA
1102319458;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-3 6-4;;800221493;DA;6;Dinara Safina;RUS;800280512;Q;;Kristie Ahn;USA
1102319459;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-1 6-4;;800205424;DA;4;Serena Williams;USA;800224965;DA;;Kateryna Volodko;UKR
1102319460;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;4-6 6-1 6-2;;800222820;DA;;Elena Vesnina;RUS;800213921;DA;;Julia Vakulenko;UKR
1102319461;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-3 6-1;;800237291;DA;;Olga Govortsova;BLR;800212513;Q;;Sandra Zahlavova;CZE
1102319462;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;4-6 6-3 4-2 ret.;Retired;800181153;DA;30;Ai Sugiyama;JPN;800631407;DA;;Andreja Klepac;SLO
1102319463;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-1 6-2;;800235239;DA;20;Nicole Vaidisova;CZE;800210115;DA;;Petra Cetkovska;CZE
1102319464;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;7-6 6-4;;800209270;WC;;Severine Beltrame;FRA;800245503;DA;;Julia Goerges;GER
1102319465;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-0 7-6(5);;800186113;DA;;Tathiana Garbin;ITA;800207118;DA;;Maret Ani;EST
1102319466;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;7-5 6-3;;800238133;DA;13;Agnes Szavay;HUN;800259685;WC;;Gail Brodsky;USA
1102319467;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 6-2;;800249097;DA;9;Agnieszka Radwanska;POL;800225033;Q;;Yaroslava Shvedova;KAZ
1102319468;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;0-6 6-3 6-2;;800261640;LL;;Mariana Duque-Marino;COL;800183318;DA;;Tamarine Tanasugarn;THA
1102319469;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-0 6-2;;800252548;Q;;Raluca Olaru;ROU;800208770;DA;;Edina Gallovits-Hall;ROU
1102319470;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-3 7-6(4);;800241709;DA;18;Dominika Cibulkova;SVK;800182478;DA;;Jill Craybas;USA
1102319471;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;2-6 6-3 6-2;;800213686;DA;27;Alona Bondarenko;UKR;800224820;WC;;Jamea Jackson;USA
1102319472;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-3 6-4;;800240166;DA;;Sabine Lisicki;GER;800205224;DA;;Maria Jose Martinez Sanchez;ESP
1102319473;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-3 2-6 6-3;;800182010;Q;;Rosana de Los Rios;PAR;800189259;Q;;Hana Sromova;CZE
1102319474;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-3;;800194969;DA;7;Venus Williams;USA;800207432;DA;;Samantha Stosur;AUS
1102319475;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 7-5;;800196260;DA;5;Elena Dementieva;RUS;800205739;DA;;Akgul Amanmuradova;UZB
1102319476;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-3 7-6(2);;800224642;DA;;Pauline Parmentier;FRA;800227524;DA;;Marina Erakovic;NZL
1102319477;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-2;;800202122;DA;;Anne Keothavong;GBR;800243314;Q;;Alexa Glatch;USA
1102319478;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;7-5 7-5;;800196122;DA;25;Francesca Schiavone;ITA;800794764;DA;;Nuria Llagostera;ESP
1102319479;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;2-6 6-0 6-1;;800204594;DA;;Na Li;CHN;800228439;DA;24;Shahar Peer;ISR
1102319480;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 6-2;;800229227;DA;;Sara Errani;ITA;800676061;DA;;Jelena Kostanic;CRO
1102319481;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-1 6-3;;800225218;DA;;Ekaterina Bychkova;RUS;800200793;DA;;Anastasia Rodionova;RUS
1102319482;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;1-6 6-2 6-3;;800236501;DA;;Ekaterina Makarova;RUS;800229362;DA;10;Anna Chakvetadze;RUS
1102319483;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-3 3-6 6-3;;800186114;DA;15;Patty Schnyder;SUI;800257672;Q;;Anastasia Pivovarova;RUS
1102319484;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 4-6 6-2;;800257458;DA;;Anastasia Pavlyuchenkova;RUS;800236442;DA;;Vania King;USA
1102319485;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 6-0;;800237464;DA;;Magdalena Rybarikova;SVK;800214092;DA;;Gisela Dulko;ARG
1102319486;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-3 3-6 6-4;;800255585;DA;;Tamira Paszek;AUT;800228023;DA;22;Maria Kirilenko;RUS
1102319487;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;3-6 6-0 6-3;;800198785;DA;28;Katarina Srebotnik;SLO;800246020;DA;;Yanina Wickmayer;BEL
1102319488;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-1 6-2;;800206672;DA;;Yvonne Meusburger-Garamszegi;AUT;800197820;DA;;Lourdes Dominguez Lino;ESP
1102319489;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 4-6 6-2;;800252545;DA;;Sorana Cirstea;ROU;800225244;DA;;Lucie Safarova;CZE
1102319490;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 6-2;;800216697;DA;3;Svetlana Kuznetsova;RUS;800242696;Q;;Shuai Zhang;CHN
1102319491;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 6-3;;800210017;DA;8;Vera Zvonareva;RUS;800215993;DA;;Barbora Strycova;CZE
1102319492;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-1 6-4;;800205784;DA;;Tatiana Perebiynis;UKR;800221354;DA;;Mariya Koryttseva;UKR
1102319493;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-4;;800234689;DA;;Aravane Rezai;FRA;800267263;WC;;Asia Muhammad;USA
1102319494;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 6-2;;800191988;DA;29;Sybille Bammer;AUT;800214165;DA;;Aiko Nakamura;JPN
1102319495;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 6-2;;800182335;DA;23;Lindsay Davenport;USA;800223000;DA;;Aleksandra Wozniak;CAN
1102319496;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 7-5;;800236445;DA;;Alisa Kleybanova;RUS;800242792;DA;;Carla Suarez Navarro;ESP
1102319497;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-7(3) 6-4 6-2;;800181073;DA;;Virginia Ruano Pascual;ESP;800266056;DA;;Petra Kvitova;CZE
1102319498;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-3;;800217460;DA;12;Marion Bartoli;FRA;800211870;DA;;Galina Voskoboeva;RUS
1102319499;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-1;;800241847;DA;14;Victoria Azarenka;BLR;800205519;DA;;Klara Koukalova;CZE
1102319500;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-0 6-3;;800210133;DA;;Iveta Melzer;CZE;800245128;DA;;Karin Knapp;ITA
1102319501;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-0 6-2;;800205706;Q;;Maria-Elena Camerin;ITA;800191223;DA;;Emilie Loit;FRA
1102319502;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-1;;800254714;DA;21;Caroline Wozniacki;DEN;800218150;WC;;Ahsha Rolle;USA
1102319503;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-4 7-5;;800206519;DA;26;Anabel Medina Garrigues;ESP;800233267;DA;;Tsvetana Pironkova;BUL
1102319504;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-3;;800221057;DA;;Jie Zheng;CHN;800208589;Q;;Shenay Perry;USA
1102319505;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-2 6-4;;800214860;DA;;Sofia Arvidsson;SWE;800220815;DA;;Zi Yan;CHN
1102319506;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;1;6-3 6-1;;800217701;DA;2;Jelena Jankovic;SRB;800272594;WC;;CoCo Vandeweghe;USA
1102335472;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-3 4-6 6-3;;800215896;Q;;Julie Coin;FRA;800233480;DA;1;Ana Ivanovic;SRB
1102335473;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;2-6 6-4 6-0;;800187089;DA;32;Amelie Mauresmo;FRA;800210255;DA;;Kaia Kanepi;EST
1102335474;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-4 6-2;;800191868;DA;19;Nadia Petrova;RUS;800216062;Q;;Su-Wei Hsieh;TPE
1102335475;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-2 6-7(8) 6-1;;800205647;DA;16;Flavia Pennetta;ITA;800219055;DA;;Shuai Peng;CHN
1102335476;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-1 6-3;;800216668;Q;;Anna-Lena Groenefeld;GER;800255657;WC;;Jessica Moore;AUS
1102335477;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;7-6(5) 6-1;;800246767;DA;17;Alize Cornet;FRA;800214796;DA;;Bethanie Mattek-Sands;USA
1102335478;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-3 6-2;;800237401;DA;;Timea Bacsinszky;SUI;800235515;DA;;Yung-Jan Chan;TPE
1102335479;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-4 6-3;;800221493;DA;6;Dinara Safina;RUS;800205963;Q;;Roberta Vinci;ITA
1102335480;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-1 6-1;;800205424;DA;4;Serena Williams;USA;800222820;DA;;Elena Vesnina;RUS
1102335481;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;4-6 7-6(4) 6-1;;800181153;DA;30;Ai Sugiyama;JPN;800237291;DA;;Olga Govortsova;BLR
1102335482;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;7-5 6-3;;800209270;WC;;Severine Beltrame;FRA;800235239;DA;20;Nicole Vaidisova;CZE
1102335483;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;5-7 6-2 6-3;;800186113;DA;;Tathiana Garbin;ITA;800238133;DA;13;Agnes Szavay;HUN
1102335484;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-0 7-6(3);;800249097;DA;9;Agnieszka Radwanska;POL;800261640;LL;;Mariana Duque-Marino;COL
1102335485;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-2 6-2;;800241709;DA;18;Dominika Cibulkova;SVK;800252548;Q;;Raluca Olaru;ROU
1102335486;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-4 1-6 6-4;;800213686;DA;27;Alona Bondarenko;UKR;800240166;DA;;Sabine Lisicki;GER
1102335487;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-0 6-3;;800194969;DA;7;Venus Williams;USA;800182010;Q;;Rosana de Los Rios;PAR
1102335488;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-2 6-1;;800196260;DA;5;Elena Dementieva;RUS;800224642;DA;;Pauline Parmentier;FRA
1102335489;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-2 3-6 6-4;;800202122;DA;;Anne Keothavong;GBR;800196122;DA;25;Francesca Schiavone;ITA
1102335490;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;4-6 6-2 6-0;;800204594;DA;;Na Li;CHN;800229227;DA;;Sara Errani;ITA
1102335491;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;3-6 7-5 6-3;;800236501;DA;;Ekaterina Makarova;RUS;800225218;DA;;Ekaterina Bychkova;RUS
1102335492;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-3 6-3;;800186114;DA;15;Patty Schnyder;SUI;800257458;DA;;Anastasia Pavlyuchenkova;RUS
1102335493;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-1 6-2;;800237464;DA;;Magdalena Rybarikova;SVK;800255585;DA;;Tamira Paszek;AUT
1102335494;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-1 6-3;;800198785;DA;28;Katarina Srebotnik;SLO;800206672;DA;;Yvonne Meusburger-Garamszegi;AUT
1102335495;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;7-6(3) 6-1;;800216697;DA;3;Svetlana Kuznetsova;RUS;800252545;DA;;Sorana Cirstea;ROU
1102335496;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-3 6-3;;800205784;DA;;Tatiana Perebiynis;UKR;800210017;DA;8;Vera Zvonareva;RUS
1102335497;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-1 7-5;;800191988;DA;29;Sybille Bammer;AUT;800234689;DA;;Aravane Rezai;FRA
1102335498;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;7-5 6-3;;800182335;DA;23;Lindsay Davenport;USA;800236445;DA;;Alisa Kleybanova;RUS
1102335499;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-4 6-2;;800217460;DA;12;Marion Bartoli;FRA;800181073;DA;;Virginia Ruano Pascual;ESP
1102335500;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-2 6-3;;800241847;DA;14;Victoria Azarenka;BLR;800210133;DA;;Iveta Melzer;CZE
1102335501;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-1 6-2;;800254714;DA;21;Caroline Wozniacki;DEN;800205706;Q;;Maria-Elena Camerin;ITA
1102335502;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-1 6-4;;800221057;DA;;Jie Zheng;CHN;800206519;DA;26;Anabel Medina Garrigues;ESP
1102335503;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;2;6-3 6-7(5) 7-5;;800217701;DA;2;Jelena Jankovic;SRB;800214860;DA;;Sofia Arvidsson;SWE
1102351248;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-4 6-4;;800187089;DA;32;Amelie Mauresmo;FRA;800215896;Q;;Julie Coin;FRA
1102351249;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;4-6 6-4 6-3;;800205647;DA;16;Flavia Pennetta;ITA;800191868;DA;19;Nadia Petrova;RUS
1102351250;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-4 7-5;;800216668;Q;;Anna-Lena Groenefeld;GER;800246767;DA;17;Alize Cornet;FRA
1102351251;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;3-6 7-5 6-2;;800221493;DA;6;Dinara Safina;RUS;800237401;DA;;Timea Bacsinszky;SUI
1102351252;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-2 6-1;;800205424;DA;4;Serena Williams;USA;800181153;DA;30;Ai Sugiyama;JPN
1102351253;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;7-5 3-6 6-4;;800209270;WC;;Severine Beltrame;FRA;800186113;DA;;Tathiana Garbin;ITA
1102351254;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-0 6-3;;800249097;DA;9;Agnieszka Radwanska;POL;800241709;DA;18;Dominika Cibulkova;SVK
1102351255;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-2 6-1;;800194969;DA;7;Venus Williams;USA;800213686;DA;27;Alona Bondarenko;UKR
1102351256;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-3 6-4;;800196260;DA;5;Elena Dementieva;RUS;800202122;DA;;Anne Keothavong;GBR
1102351257;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-1 4-6 6-2;;800204594;DA;;Na Li;CHN;800236501;DA;;Ekaterina Makarova;RUS
1102351258;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;7-6(4) 6-4;;800186114;DA;15;Patty Schnyder;SUI;800237464;DA;;Magdalena Rybarikova;SVK
1102351259;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-3 6-7(1) 6-3;;800198785;DA;28;Katarina Srebotnik;SLO;800216697;DA;3;Svetlana Kuznetsova;RUS
1102351260;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-3 6-0;;800191988;DA;29;Sybille Bammer;AUT;800205784;DA;;Tatiana Perebiynis;UKR
1102351261;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-1 7-6(3);;800217460;DA;12;Marion Bartoli;FRA;800182335;DA;23;Lindsay Davenport;USA
1102351262;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;6-4 6-4;;800254714;DA;21;Caroline Wozniacki;DEN;800241847;DA;14;Victoria Azarenka;BLR
1102351263;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;3;7-5 7-5;;800217701;DA;2;Jelena Jankovic;SRB;800221057;DA;;Jie Zheng;CHN
1102351270;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;4;6-3 6-0;;800205647;DA;16;Flavia Pennetta;ITA;800187089;DA;32;Amelie Mauresmo;FRA
1102351271;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;4;7-5 6-0;;800221493;DA;6;Dinara Safina;RUS;800216668;Q;;Anna-Lena Groenefeld;GER
1102351272;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;4;6-2 6-2;;800205424;DA;4;Serena Williams;USA;800209270;WC;;Severine Beltrame;FRA
1102351273;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;4;6-1 6-3;;800194969;DA;7;Venus Williams;USA;800249097;DA;9;Agnieszka Radwanska;POL
1102351274;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;4;6-4 6-1;;800196260;DA;5;Elena Dementieva;RUS;800204594;DA;;Na Li;CHN
1102351275;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;4;4-6 6-3 6-3;;800186114;DA;15;Patty Schnyder;SUI;800198785;DA;28;Katarina Srebotnik;SLO
1102351276;25/8/2008;1100018538;US Open;Grand Slam;Hard;USA;4;7-6(3) 0-6 6-4;;800191988;DA;29;Sybille Bammer;AUT;800217460;DA;12;Marion Bartoli;FRA
