"character_count","display_name"
"22","Joanne Russell-Longdon"
"22","Juliana Figueroa Teusa"
"22","Julieta Marcos Cattoni"
"22","Karina Ioana Filipescu"
"22","Katerina Stamatopoulou"
"22","Kathinka Von Deichmann"
"22","Kwameika Brown-Postell"
"22","Lara Rosario De Faveri"
"22","Laura Antonana Iriarte"
"22","Laura Beatriz Travagin"
"22","Laura Fernandez-Segura"
"22","Laura Garcia Astudillo"
"22","Laura Mariana Montalvo"
"22","Laura Quezada Martinez"
"22","Lena Karolina Hornecka"
"22","Lesley Turner (bowrey)"
"22","Linda Niemantsverdriet"
"22","Lioudmila Skavronskaia"
"22","Lorena Barbero Chichon"
"22","Lorena Villalobos Cruz"
"22","Loreto Alonso Martinez"
"22","Lourdes Belén Luccatto"
"22","Lourdes Domínguez Lino"
"22","Lucciana Perez Alarcon"
"22","Lucia Halty Barrutieta"
"22","Lucia Llinares Domingo"
"22","Luciene Benitez Boiero"
"22","Lucía Carlota Bontempo"
"22","Lucía Gabriela Serrano"
"22","Luiza Caixeta Parreira"
"22","Maialen Morante Oyague"
"22","Marcela Arroyo Vergara"
"22","Maria Adelaida Agudelo"
"22","Maria Berlanga Bandera"
"22","Maria Eduarda Medeiros"
"22","Maria Fernanda Jimenez"
"22","Maria Linares De Faria"
"22","Maria Martinez Vaquero"
"22","Maria Portillo Ramirez"
"22","Maria Trujillo Garnica"
"22","Maria-Antonia Martinez"
"22","Mariana López Palacios"
"22","Mariana Romina Masotti"
"22","Marianne Van Der Torre"
"22","Marie-Perrine Baudouin"
"22","Marisa Sánchez-Vicario"
"22","Marta Espigado Delgado"
"22","Marta Gonzalez Encinas"
"22","Marta Soriano Santiago"
"22","Martina Josefina Zarza"
"22","Martina Lautenschlager"
"22","Martina Torrales Tebes"
"22","Martina Vazquez Valles"
"22","María Daniela Frascini"
"22","María José Vallasciani"
"22","María Juana Larreteguy"
"22","María Lourdes Villagra"
"22","María Luciana Reynares"
"22","María Tiziana Ferrante"
"22","Meisha Kendall-Woseley"
"22","Melisa Miranda Otarola"
"22","Micaela Tatiana Pintos"
"22","Michelle Morris-Berger"
"22","Nadya Ignacia Escalona"
"22","Nahia Echaide Gonzalez"
"22","Natalia Serrano Garcia"
"22","Nathalia Wolf Gasparin"
"22","Nellie Taraba Wallberg"
"22","Nelly Iglesias Vazquez"
"22","Nicha Lertpitaksinchai"
"22","Nina-Isabella Scholten"
"22","Noelia Alejandra Acuña"
"22","Nuria Llagostera Vives"
"22","Nuria Sarganella Verdu"
"22","Olexandra Verkhnyatska"
"22","Ornela Luisana Mondati"
"22","Parthsarthi Aru Mundhe"
"22","Pascale Paradis-Mangon"
"22","Pascalle Thenoux Acuna"
"22","Patcharin Cheapchandej"
"22","Patricia Ioana Istrate"
"22","Patricia Munoz-Santana"
"22","Paula Fondevila Castro"
"22","Paula Gutiérrez Garcés"
"22","Prariyawan Ratanakrong"
"22","Priska Madelyn Nugroho"
"22","Raphaela Chaves Borges"
"22","Raquel Caballero Chica"
"22","Raquel Seijo-Rodriguez"
"22","Rebeca Delgado Gerardo"
"22","Rebecca Munk Mortensen"
"22","Rocio Martin Fernandez"
"22","Ruxandra Dragomir Ilie"
"22","Sabina Mediano Alvarez"
"22","Samantha Czarniak Rego"
"22","Samantha Murray Sharan"
"22","Sandra Waechtershauser"
"22","Sandugash Kenzhibayeva"
"22","Sara Del Barrio Aragon"
"22","Sarah Melany Fajmonova"
"22","Sarah Pitkowski-Malcor"
"22","Serena Wilson Donizete"
"22","Siham-Soumeya Bennacer"
"22","Silvia Bordes Caselles"
"22","Sindy Cespedes Alfonso"
"22","Siobhan Drake Brockman"
"22","Sofia Da Cruz Mendonca"
"22","Sofía Constanza Karlau"
"22","Stefania Rachel Rubini"
"22","Stephanie Mariel Petit"
"22","Tatiana Cantos Siemers"
"22","Trinidad María Merdeni"
"22","Ursula Alvarado Camino"
"22","Valentina Ponomartseva"
"22","Valentine Confalonieri"
"22","Valeria Pulido Velasco"
"22","Valeria Ramirez Mesina"
"22","Victoire Mfoumouangana"
"22","Victoria Gomez O'Hayon"
"22","Victoria López Ocampos"
"22","Viktoriya Kanapatskaya"
"22","Virginia Romero Barrio"
"22","Virginia Ruano Pascual"
"22","Vittoria Avvantaggiati"
"22","Vladyslava Zanosiyenko"
"22","Wendy Barlow-Pattenden"
"22","Wendy Gilchrist- Paish"
"22","Yvonne Cavalle-Reimers"
"22","Zarah Razafimahatratra"
"21","Adriana Serra Zanetti"
"21","Afroditi Latinopoulou"
"21","Agustina Elena Otegui"
"21","Agustina Sol Eskenazi"
"21","Agustina Videla Essus"
"21","Aida Martinez Sanjuan"
"21","Alejandra Meza-Cuadra"
"21","Aleksandra Filipovski"
"21","Aleksandra Stakhanova"
"21","Aleksandra Treskunova"
"21","Aleksandra Trifunovic"
"21","Aleksandra Vostrikova"
"21","Alessandra Teodosescu"
"21","Alessaundra De Perini"
"21","Alessia Sciarpelletti"
"21","Alexandra Henningsson"
"21","Alexandra Korotkevich"
"21","Alexandra Staiculescu"
"21","Aliaksandra Sasnovich"
"21","Alicia Herrero Linana"
"21","Alicia Perez Gonzalez"
"21","Alicia Victorio-Zafra"
"21","Aline Midori Da Silva"
"21","Alison Riske-Amritraj"
"21","Allison Nicole Isaacs"
"21","Almudena Sanz-Llaneza"
"21","Amanda Schulz Krueger"
"21","Amanda Uribe Alvarado"
"21","Ana Beltran Trigueros"
"21","Ana Catarina Nogueira"
"21","Ana Clara Andreazzini"
"21","Ana Gabriela Aramburo"
"21","Ana Luisa Perez Lopez"
"21","Anabela Arias Lezcano"
"21","Anastasia Burmistrova"
"21","Anastasia Kharitonova"
"21","Anastasia Mukhametova"
"21","Anastasia Piangerelli"
"21","Anastasia Pozdnyakova"
"21","Anastasiya Apalikhina"
"21","Anastasiya Fedoryshyn"
"21","Anastasiya Shestakova"
"21","Anastasiya Shleptsova"
"21","Anastasiya Zaparyniuk"
"21","Andrea Koch-Benvenuto"
"21","Andreea Stefani Dinca"
"21","Angelina Shakhraichuk"
"21","Anna Eugenia Nefedova"
"21","Anne-Laure Le Guennec"
"21","Anne-Laurence Bilenne"
"21","Anne-Sophie Morandais"
"21","Ariadna Marti Riembau"
"21","Arianna Paules Aldrey"
"21","Arianna Stagni Lailla"
"21","Barbara María Montiel"
"21","Barbara Olvera Robles"
"21","Barbara Sobaszkiewicz"
"21","Berengere Karpenschif"
"21","Bethanie Mattek-Sands"
"21","Beverly Bowes-Hackney"
"21","Blanca Puig Caballero"
"21","Borislava Botusharova"
"21","Brigitte Simon-Glinel"
"21","Camila Navarro Meloni"
"21","Carla Bruzzesi Avella"
"21","Carla Lorena Martínez"
"21","Carlota Cartes Andres"
"21","Carlota Molina Megias"
"21","Carmen Lopez Martinez"
"21","Carolina Gago Fuentes"
"21","Carolina García (ARG)"
"21","Carolina García (BRA)"
"21","Carolina Prats-Millan"
"21","Celina Chiara Camarda"
"21","Chiara Desia D'Abarno"
"21","Chiara Di Salvo Roque"
"21","Chompoothip Jundakate"
"21","Christiane Jolissaint"
"21","Christina Rozwadowski"
"21","Christina Singer-Bath"
"21","Christina Zachariadou"
"21","Clelia Drudi Lombardi"
"21","Clothilde De Bernardi"
"21","Cristina Diaz Adrover"
"21","Cristina Ramos Sierra"
"21","Cynthia Prieto-Garcia"
"21","Dalia-Diana Vranceanu"
"21","Daniela Farfán Flecha"
"21","Daniela Pedraza Novak"
"21","Daniela Teodoro Souza"
"21","Daniella Moreno-Kaste"
"21","Danielle Konotoptseva"
"21","Daphne Van Den Heuvel"
"21","Darya Khamutsianskaya"
"21","Diletta Alessandrelli"
"21","Dilyara Saidkhodjaeva"
"21","Donnaroza Gouvernante"
"21","Ecaterina Visnevscaia"
"21","Ekaterina Afinogenova"
"21","Ekaterina Alexandrova"
"21","Ekaterina Dzehalevich"
"21","Ekaterina Kosminskaya"
"21","Ekaterina Trashchenko"
"21","Elena Ruxandra Bertea"
"21","Eliana Nair Zanuttini"
"21","Elisabeth Lyukshinova"
"21","Elodie Rogge-Dietrich"
"21","Eneritz Garcia Beitia"
"21","Eugenia Jazmín Ceinos"
"21","Eva Fernandez-Brugues"
"21","Eva Martinez Regalado"
"21","Evelyne Atticia Tiron"
"21","Farah Taysser Mahmoud"
"21","Federica Joe Gardella"
"21","Fernanda Hermenegildo"
"21","Filippa Bruu-Syversen"
"21","Fiorella Maria Jarufe"
"21","Florencia Sofía Galdo"
"21","Gabriela Feijoo Núñez"
"21","Gabriela Finchelstein"
"21","Gabriela Maria Vancea"
"21","Gabriela Van De Graaf"
"21","Gabriela-Bonfim Braga"
"21","Galateia Mesochoritou"
"21","Georgina Garcia Perez"
"21","Gianfranca Devercelli"
"21","Giuliana Ciangherotti"
"21","Gloriana Goreti Nahum"
"21","Guadalupe Pérez Rojas"
"21","Guillermina Bercovich"
"21","Hassiba Munoz Alcaman"
"21","Imperia Martinez Mora"
"21","Irina Falconi Hartman"
"21","Irina Mourachkintseva"
"21","Isabel Veronica Boada"
"21","Isabella Maria Serban"
"21","Isabella Mitterlehner"
"21","Iulia Andreea Ionescu"
"21","Jacqueline Cabaj Awad"
"21","Jazmín Bonita Ribiski"
"21","Jelena Kostanic Tosic"
"21","Jessica Sabeshinskaja"
"21","Jimar Gerald Gonzalez"
"21","Joana Pangaio Pereira"
"21","Jodie Lawrence Taylor"
"21","Jolene Watanabe-Giltz"
"21","Kaitlyn Leigh Ramduth"
"21","Kajsa Rinaldo Persson"
"21","Kamini Murugaboopathy"
"21","Karine Quentrec Eagle"
"21","Katarzyna Teodorowicz"
"21","Katarzyna Walukiewicz"
"21","Katarzyna Wysoczanska"
"21","Katerina Basternakova"
"21","Kathy Rinaldi Stunkel"
"21","Katiuscia Del Vecchio"
"21","Kavitha Krishnamurthy"
"21","Kelly Vargas Gonzalez"
"21","Khristina Blajkevitch"
"21","Kristel Van Der Perre"
"21","Ksenia Meshcheryakova"
"21","Kylene Wong Simunyola"
"21","Laila Ben Abderrahman"
"21","Larissa Brigido Douek"
"21","Larissa Ferreira Melo"
"21","Laura Gutierrez Gomez"
"21","Laura Rodriguez-Navas"
"21","Leslie Cavanaugh-Rose"
"21","Lia Kaishiki Mosimann"
"21","Lisa-Marie Brunnemann"
"21","Louise Reis De Campos"
"21","Lourdes Ncole Carrizo"
"21","Lucero Noeli Monsalvo"
"21","Lucia Cervera-Vazquez"
"21","Lucia Marzal Martinez"
"21","Luciene Sapienza Muro"
"21","Lucía Carolina Ladoux"
"21","Lucía Gianela Cabrera"
"21","Ma. Alejandra Quezada"
"21","Ma. Antonietta Trupia"
"21","Ma. Bibiana Hernandez"
"21","Magdalena Kiszczynska"
"21","Magdalena Stoilkovska"
"21","Maite Gabarrus-Alonso"
"21","Malena Molina Iriarte"
"21","Mananchaya Sawangkaew"
"21","Maria Andrea Cardenas"
"21","Maria Andreina Varela"
"21","Maria Angela Ferreira"
"21","Maria Carolina Torres"
"21","Maria Christine Damas"
"21","Maria Dolores Campana"
"21","Maria Eduarda Carbone"
"21","Maria Letizia Zavagli"
"21","Maria Paula Hernandez"
"21","Maria Penalver Aguilo"
"21","Maria Sanchez Ramirez"
"21","Maria-Isabel Camberos"
"21","Mariana Gomes Sorriha"
"21","Mariana Mayer Humberg"
"21","Marie-Perine Baudouin"
"21","Mariela Haydee Quiroz"
"21","Marina Bassols Ribera"
"21","Marina Olmedo Zumaran"
"21","Marta Gonzalez Ballbe"
"21","Marta Sexmilo Pascual"
"21","Martina Braun-Schultz"
"21","Mary Boyce Deatherage"
"21","Mary Catherine Haffey"
"21","María Agustina Farina"
"21","María Belén Cavallero"
"21","María Celeste Lamagni"
"21","María Clara Fernández"
"21","María Eugenia Baggini"
"21","María Eugenia Pistone"
"21","María Guadalupe Amato"
"21","María Jimena González"
"21","María Pereyra Sellart"
"21","María Soledad Coppari"
"21","María Sánchez Lorenzo"
"21","María Victoria Domina"
"21","María Victoria García"
"21","Mathilde Ngijol Carre"
"21","Maxine Van Gampelaere"
"21","Melanie Wolkersberger"
"21","Melissa Cabrera-Handt"
"21","Micaela Belén Patelli"
"21","Micaela Rocio Alvarez"
"21","Michela Castro Zunino"
"21","Michele Ayomide Idera"
"21","Milagros Melero Tapia"
"21","Milagros Romito Silva"
"21","Mileva Cardenas Serna"
"21","Mireia Gonzalez-Bosch"
"21","Miriam Medina Cardena"
"21","Moira Valeria Miranda"
"21","Monica Alvarez de Mon"
"21","Nadia Echeverria Alam"
"21","Nandita Chandrashekar"
"21","Natalia Sousa Salazar"
"21","Natalia Vikhlyantseva"
"21","Natalie Kallmunzerova"
"21","Natallia Dziamidzenka"
"21","Natasha Sengphrachanh"
"21","Natasha Van Der Merwe"
"21","Natchanok Saenyaukhot"
"21","Nathalia Papadopoulou"
"21","Nauhany Leme Da Silva"
"21","Ni Zhong (WTA 260014)"
"21","Nicoli Attili Pereira"
"21","Noa Krznaric Uygungul"
"21","Oleksandra Andrieieva"
"21","Oleksandra Gorchanyuk"
"21","Oleksandra Korashvili"
"21","Oleksandra Oliynykova"
"21","Paola Doldan Gonzalez"
"21","Paola Moreno Bautista"
"21","Paola Ortensia Basile"
"21","Paris Renaudet Sorbet"
"21","Patricia Vilas-Ibanez"
"21","Patrizia Cacciaguerra"
"21","Paula Gutierrez Perez"
"21","Paulina Milosavljevic"
"21","Pilar Dominguez-Lopez"
"21","Poojashree Venkatesha"
"21","Rachele Elisa Zingale"
"21","Raquel Gonzalez Vilar"
"21","Renata Bucco Paolasso"
"21","Rocio Sanchez Palacio"
"21","Rocío Aldana González"
"21","Rocío Macarena Parodi"
"21","Sandra Gonzalez-Salas"
"21","Sarah-Rebecca Sekulic"
"21","Sarahi Garcia Carrera"
"21","Sasitorn Tangthienkul"
"21","Sebastianna Scilipoti"
"21","Seheno Razafindramaso"
"21","Shihomi Li Xuan Leong"
"21","Shrivalli Bhamidipaty"
"21","Silvia Garcia Jimenez"
"21","Sofia Taborga Rollano"
"21","Sofía Haydee Nicolini"
"21","Sol Carolina Hochbaum"
"21","Stéphanie Cohen-Aloro"
"21","Suchanun Viratprasert"
"21","Sudsobhi Chatsuthipan"
"21","Svetlana Tsykhanskaya"
"21","Sílvia Soler-Espinosa"
"21","Talia Neilson Gatenby"
"21","Talia Neilson-Gatenby"
"21","Tami Whitlinger-Jones"
"21","Tania Andrade Sabando"
"21","Tania Varela-Alvarado"
"21","Teodora Radosavljevic"
"21","Thaisa Grana Pedretti"
"21","Thessy Ntondele Zinga"
"21","Tina Helen Soderstrom"
"21","Tosin Sarah Gbadamosi"
"21","Usue Maitane Arconada"
"21","Valeriia Olianovskaia"
"21","Valeriya Maksimchenko"
"21","Vanessa Popa Teiusanu"
"21","Varanya Vijuksanaboon"
"21","Veronika Ctvrtnickova"
"21","Victoria Luiza Barros"
"21","Viktoria Yemialyanava"
"21","Viktoriya Semyrodenko"
"21","Vladislava Kuzmenkova"
"21","Wendy Galan-Dominguez"
"21","Yaroslava Zhishchenko"
"21","Yelyzaveta Chainykova"
"21","Yerkezhan Zhanatayeva"
"21","Yevgeniya Kryvoruchko"
"21","Zuzana Feltsan Kucova"
